what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398002816801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398002816851
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1398002816869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398002833281
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398002833281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398002837496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398002869654
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398002870702
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398002873279
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398002978511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398002981119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003365054
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398003365074
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398003366564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003367181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003417937
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398003418309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003420232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003430162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398003433117
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398003433117
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398003436487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003446955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003595200
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398003602695
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398003607492
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398003623160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003627073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398003648013
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398003648426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398003648476
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1398003698902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398003756272
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398003772218
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1398003772498
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1398003876617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398004000099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004108608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004208904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004264418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004307198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004308579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004310229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004315729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004317839
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398004318836
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1398004318967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004320570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004345756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004347802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398004348753
